Hit@1,Hit@5,Hit@10,Hit@20,MRR,Recall@1,Recall@5,Recall@10,Recall@20,DR@20,Diversity_Count,latency,method,query_id,gt_count,seed,query_complexity
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.010006904602050781,Semantic RAG,q_22,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.2,0.5,0.5,5,0.009003162384033203,Semantic RAG,q_23,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,0.007996320724487305,Semantic RAG,q_24,3,101,Simple (<=3 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.2,0.5,0.5,5,0.008005619049072266,Semantic RAG,q_25,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.2,0.4,0.4,4,0.007999420166015625,Semantic RAG,q_26,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.3,0.3,0.5,0.5,5,0.007512331008911133,Semantic RAG,q_27,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.1,0.1,0.3,0.3,3,0.008001089096069336,Semantic RAG,q_28,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.2,0.2,0.2,2,0.007508754730224609,Semantic RAG,q_29,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.2,0.4,0.4,4,0.00899815559387207,Semantic RAG,q_30,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.4,0.4,4,0.014998674392700195,Enhanced_SwarmRAG,q_0,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.125,0.0,0.0,0.1,0.2,0.2,2,0.017005205154418945,Enhanced_SwarmRAG,q_1,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.1,0.2,0.4,0.4,4,0.01799488067626953,Enhanced_SwarmRAG,q_2,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,1,0.01900005340576172,Enhanced_SwarmRAG,q_3,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.3,0.5,0.5,5,0.017005443572998047,Enhanced_SwarmRAG,q_4,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.1,0.3,0.3,3,0.014520645141601562,Enhanced_SwarmRAG,q_5,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.2,0.2,2,0.016042232513427734,Enhanced_SwarmRAG,q_6,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.1,0.2,0.3,0.3,3,0.01651763916015625,Enhanced_SwarmRAG,q_7,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.1,0.1,0.3,0.3,3,0.019998788833618164,Enhanced_SwarmRAG,q_8,10,101,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1,0.017529964447021484,Enhanced_SwarmRAG,q_9,3,101,Simple (<=3 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.1,0.2,0.2,2,0.019399404525756836,Enhanced_SwarmRAG,q_10,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.2,0.2,2,0.015411376953125,Enhanced_SwarmRAG,q_11,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.1,0.4,0.4,4,0.01519918441772461,Enhanced_SwarmRAG,q_12,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.125,0.0,0.0,0.1,0.2,0.2,2,0.022281169891357422,Enhanced_SwarmRAG,q_13,10,101,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.017191171646118164,Enhanced_SwarmRAG,q_14,9,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.2,0.2,0.4,0.4,4,0.017102718353271484,Enhanced_SwarmRAG,q_15,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.019807100296020508,Enhanced_SwarmRAG,q_17,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.016286849975585938,Enhanced_SwarmRAG,q_18,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.4,0.4,4,0.021542072296142578,Enhanced_SwarmRAG,q_19,10,101,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.017205476760864258,Enhanced_SwarmRAG,q_20,5,101,Medium (4-6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.1,0.1,0.3,0.3,3,0.020026683807373047,Enhanced_SwarmRAG,q_21,10,101,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.015512228012084961,Enhanced_SwarmRAG,q_22,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.1,0.2,0.2,0.2,2,0.014999866485595703,Enhanced_SwarmRAG,q_23,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.125,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,2,0.013997316360473633,Enhanced_SwarmRAG,q_24,3,101,Simple (<=3 GT)
0.0,0.0,0.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.3,0.3,3,0.015000104904174805,Enhanced_SwarmRAG,q_25,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.3,0.3,3,0.017000436782836914,Enhanced_SwarmRAG,q_26,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.2,0.2,0.3,0.3,3,0.015999555587768555,Enhanced_SwarmRAG,q_27,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.3,0.3,3,0.014006614685058594,Enhanced_SwarmRAG,q_28,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.1,0.2,0.2,2,0.014509916305541992,Enhanced_SwarmRAG,q_29,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.3,0.3,0.3,3,0.014505386352539062,Enhanced_SwarmRAG,q_30,10,101,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.07142857142857142,0.0,0.0,0.0,0.3,0.3,3,0.021003246307373047,Leaping Semantic RAG,q_0,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.3,0.3,0.3,3,0.02009868621826172,Leaping Semantic RAG,q_1,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.1,0.4,0.4,4,0.01851630210876465,Leaping Semantic RAG,q_2,10,101,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.07142857142857142,0.0,0.0,0.0,0.1,0.1,1,0.019533634185791016,Leaping Semantic RAG,q_3,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.2,0.2,2,0.015999794006347656,Leaping Semantic RAG,q_4,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,1,0.01600050926208496,Leaping Semantic RAG,q_5,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.1,0.0,0.0,0.1,0.3,0.3,3,0.020003557205200195,Leaping Semantic RAG,q_6,10,101,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.2,0.2,2,0.017997026443481445,Leaping Semantic RAG,q_7,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.3,0.4,0.4,4,0.016005992889404297,Leaping Semantic RAG,q_8,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.1,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,2,0.016513586044311523,Leaping Semantic RAG,q_9,3,101,Simple (<=3 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.2,0.2,2,0.016034364700317383,Leaping Semantic RAG,q_10,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.2,0.3,0.3,3,0.014999866485595703,Leaping Semantic RAG,q_11,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.2,0.4,0.6,0.6,6,0.017525672912597656,Leaping Semantic RAG,q_12,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.2,0.2,0.2,2,0.017020463943481445,Leaping Semantic RAG,q_13,10,101,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.01651144027709961,Leaping Semantic RAG,q_14,9,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.2,0.2,2,0.01651310920715332,Leaping Semantic RAG,q_15,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.4,0.4,4,0.015999794006347656,Leaping Semantic RAG,q_17,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.1,0.4,0.4,4,0.015999555587768555,Leaping Semantic RAG,q_18,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.1,0.4,0.4,4,0.015999317169189453,Leaping Semantic RAG,q_19,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.2,0.4,0.4,2,0.021000146865844727,Leaping Semantic RAG,q_20,5,101,Medium (4-6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.2,0.2,0.2,2,0.019006013870239258,Leaping Semantic RAG,q_21,10,101,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.015522003173828125,Leaping Semantic RAG,q_22,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.2,0.3,0.3,3,0.016027212142944336,Leaping Semantic RAG,q_23,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,2,0.015514850616455078,Leaping Semantic RAG,q_24,3,101,Simple (<=3 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.016000032424926758,Leaping Semantic RAG,q_25,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.3,0.3,0.3,3,0.016007184982299805,Leaping Semantic RAG,q_26,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.3,0.3,0.6,0.6,6,0.015511274337768555,Leaping Semantic RAG,q_27,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.015512228012084961,Leaping Semantic RAG,q_28,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.1,0.0,0.0,0.1,0.2,0.2,2,0.015999794006347656,Leaping Semantic RAG,q_29,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.3,0.3,3,0.014999866485595703,Leaping Semantic RAG,q_30,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.2,0.4,0.4,4,0.015984058380126953,Router Semantic RAG,q_0,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.3,0.3,0.4,0.4,4,0.015999317169189453,Router Semantic RAG,q_1,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.2,0.4,0.4,4,0.016005516052246094,Router Semantic RAG,q_2,10,101,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.05555555555555555,0.0,0.0,0.0,0.1,0.1,1,0.015512704849243164,Router Semantic RAG,q_3,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.2,0.2,0.2,2,0.015005350112915039,Router Semantic RAG,q_4,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.1,0.1,0.1,1,0.015022993087768555,Router Semantic RAG,q_5,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.2,0.3,0.3,3,0.014996528625488281,Router Semantic RAG,q_6,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.1,0.2,0.2,2,0.014997720718383789,Router Semantic RAG,q_7,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.1,0.3,0.3,3,0.01500558853149414,Router Semantic RAG,q_8,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.1111111111111111,0.0,0.0,0.6666666666666666,1.0,1.0,3,0.01551198959350586,Router Semantic RAG,q_9,3,101,Simple (<=3 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.1,0.3,0.3,3,0.014513015747070312,Router Semantic RAG,q_10,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.1,0.1,0.1,1,0.015000104904174805,Router Semantic RAG,q_11,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.3,0.3,0.3,3,0.013999223709106445,Router Semantic RAG,q_12,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.3,0.3,0.4,0.4,4,0.014000415802001953,Router Semantic RAG,q_13,10,101,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.013998270034790039,Router Semantic RAG,q_14,9,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.3,0.3,0.3,3,0.01900005340576172,Router Semantic RAG,q_15,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.1,0.2,0.2,2,0.014004945755004883,Router Semantic RAG,q_17,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.2,0.3,0.3,3,0.014908790588378906,Router Semantic RAG,q_18,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.1,0.0,0.0,0.1,0.4,0.4,4,0.013559341430664062,Router Semantic RAG,q_19,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.2,0.2,0.2,1,0.01500082015991211,Router Semantic RAG,q_20,5,101,Medium (4-6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.3,0.3,3,0.014000654220581055,Router Semantic RAG,q_21,10,101,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.014010190963745117,Router Semantic RAG,q_22,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.017250776290893555,Router Semantic RAG,q_23,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,2,0.01399993896484375,Router Semantic RAG,q_24,3,101,Simple (<=3 GT)
0.0,0.0,0.0,1.0,0.058823529411764705,0.0,0.0,0.0,0.2,0.2,2,0.015510797500610352,Router Semantic RAG,q_25,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.3,0.3,0.3,3,0.014000892639160156,Router Semantic RAG,q_26,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.4,0.4,4,0.013997793197631836,Router Semantic RAG,q_27,10,101,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.07142857142857142,0.0,0.0,0.0,0.1,0.1,1,0.015000343322753906,Router Semantic RAG,q_28,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.1,0.2,0.2,2,0.01499795913696289,Router Semantic RAG,q_29,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.3,0.3,0.3,3,0.01400446891784668,Router Semantic RAG,q_30,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.5,1.0,1.0,10,0.012521505355834961,Swarm ReRank,q_0,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.5,0.8,0.8,8,0.014033079147338867,Swarm ReRank,q_1,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.3,0.6,0.9,0.9,9,0.014518022537231445,Swarm ReRank,q_2,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.1,0.2,0.3,0.3,3,0.016000986099243164,Swarm ReRank,q_3,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.1,0.5,0.9,0.9,9,0.012001514434814453,Swarm ReRank,q_4,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.1,0.3,0.7,0.7,7,0.010004281997680664,Swarm ReRank,q_5,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.2,0.4,0.7,0.7,7,0.012514352798461914,Swarm ReRank,q_6,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.1,0.2,0.7,0.7,7,0.014515876770019531,Swarm ReRank,q_7,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.2,0.4,0.9,0.9,9,0.009997367858886719,Swarm ReRank,q_8,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,2,0.013997077941894531,Swarm ReRank,q_9,3,101,Simple (<=3 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.3,0.8,0.8,8,0.01500082015991211,Swarm ReRank,q_10,10,101,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.5,0.5,5,0.011000633239746094,Swarm ReRank,q_11,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.2,0.5,0.8,0.8,8,0.011000633239746094,Swarm ReRank,q_12,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.2,0.3,0.4,0.4,4,0.01100015640258789,Swarm ReRank,q_13,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,0.010999441146850586,Swarm ReRank,q_14,9,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.7,0.9,0.9,9,0.010005712509155273,Swarm ReRank,q_15,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.3,0.5,0.9,0.9,9,0.011525392532348633,Swarm ReRank,q_17,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.2,0.4,0.5,0.5,5,0.012514829635620117,Swarm ReRank,q_18,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.2,0.4,0.8,0.8,8,0.013381481170654297,Swarm ReRank,q_19,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.2,0.4,0.8,0.8,4,0.010529041290283203,Swarm ReRank,q_20,5,101,Medium (4-6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.2,0.4,0.8,0.8,8,0.012000560760498047,Swarm ReRank,q_21,10,101,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.1,0.0,0.0,0.1,0.2,0.2,2,0.012004613876342773,Swarm ReRank,q_22,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.1,0.4,0.9,0.9,9,0.010998964309692383,Swarm ReRank,q_23,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,3,0.011514902114868164,Swarm ReRank,q_24,3,101,Simple (<=3 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.4,0.5,0.9,0.9,9,0.010511636734008789,Swarm ReRank,q_25,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.3,0.4,0.9,0.9,9,0.012002229690551758,Swarm ReRank,q_26,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.2,0.6,0.9,0.9,9,0.011999368667602539,Swarm ReRank,q_27,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.2,0.3,0.6,0.6,6,0.012004852294921875,Swarm ReRank,q_28,10,101,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.1,0.1,0.2,0.2,2,0.00999903678894043,Swarm ReRank,q_29,10,101,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.6,0.9,0.9,9,0.010999917984008789,Swarm ReRank,q_30,10,101,Complex (>6 GT)
